timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-12T12:19:03,OmniFormer_Training_Full,339069c0-1b3a-446a-8b49-270d84e55bb8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6067.814469627978,0.2122119496302194,3.497337479457085e-05,41.83997162175858,206.64796677525587,20.0,0.0668265806723056,0.3475712258345358,0.0319422838713467,0.4463400903781887,0.0,Vietnam,VNM,ho chi minh,Linux-6.8.0-94-generic-x86_64-with-glibc2.39,3.12.3,3.2.2,12,Intel(R) Xeon(R) Gold 6330 CPU @ 2.00GHz,1,1 x NVIDIA RTX 5000 Ada Generation,106.6257,10.822,39.26304626464844,machine,5.562390622420341,93.061416542843,15.255406967145452,5.989617927605432,N,1.0,0.0,,
2026-02-12T12:19:09,OmniFormer_Inference_Test,3ca80c8e-7cbd-41ae-a44a-946d025ca901,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.0608573099889327,9.131442059539261e-05,2.983295572040984e-05,41.753298986000004,174.37335426583712,20.0,2.9671574644227484e-05,0.00014817706298586586,1.4210701216749538e-05,0.00019205933884684288,0.0,Vietnam,VNM,ho chi minh,Linux-6.8.0-94-generic-x86_64-with-glibc2.39,3.12.3,3.2.2,12,Intel(R) Xeon(R) Gold 6330 CPU @ 2.00GHz,1,1 x NVIDIA RTX 5000 Ada Generation,106.6257,10.822,39.26304626464844,machine,0.0,85.0,15.3,6.009410858154297,N,1.0,0.0,,
